inventory_id,item_id,location_id,date,opening_stock,received_stock,prepared_quantity,consumed_stock,closing_stock,unit,quarantine_reason
INV01004378,ITEM2549,LOC0005,2025-10-22,2.960,0.000,0.380,0.000,2.960,kg,orphan_foreign_key
INV01004456,ITEM6630,LOC0005,2025-10-22,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV01004670,ITEM7440,LOC0007,2025-10-22,6.000,0.000,3.000,3.000,3.000,pcs,orphan_foreign_key
INV01004888,ITEM5234,LOC0009,2025-10-22,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV01004951,ITEM9200,LOC0009,2025-10-22,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV01005088,ITEM7257,LOC0010,2025-10-22,1.070,0.000,0.030,0.000,1.070,kg,orphan_foreign_key
INV01005459,ITEM7611,LOC0013,2025-10-22,2.520,0.000,1.000,1.000,1.520,kg,orphan_foreign_key
INV01005626,ITEM1756,LOC0014,2025-10-22,4.000,0.000,1.000,0.000,4.000,pcs,orphan_foreign_key
INV01005677,ITEM9822,LOC0014,2025-10-22,15.000,0.000,11.000,6.000,9.000,pcs,orphan_foreign_key
INV01006261,ITEM9417,LOC0019,2025-10-22,3.000,0.000,2.000,1.000,2.000,pcs,orphan_foreign_key
INV01006749,ITEM6728,LOC0022,2025-10-22,1.120,0.000,0.060,0.000,1.120,kg,orphan_foreign_key
INV01007195,ITEM4662,LOC0025,2025-10-22,1.780,0.000,0.540,0.350,1.430,liters,orphan_foreign_key
INV01007602,ITEM9352,LOC0003,2025-10-23,3.000,0.000,1.290,1.050,1.950,liters,orphan_foreign_key
INV01007635,ITEM3126,LOC0004,2025-10-23,0.690,0.000,0.110,0.000,0.690,liters,orphan_foreign_key
INV01007867,ITEM5148,LOC0005,2025-10-23,0.930,1.210,0.780,0.500,1.640,liters,orphan_foreign_key
INV01008784,ITEM3396,LOC0012,2025-10-23,2.000,4.000,2.000,1.000,5.000,pcs,orphan_foreign_key
INV01008981,ITEM1194,LOC0014,2025-10-23,2.000,13.000,6.000,6.000,9.000,pcs,orphan_foreign_key
INV01009112,ITEM6891,LOC0014,2025-10-23,3.000,0.000,2.000,1.000,2.000,pcs,orphan_foreign_key
INV01009655,ITEM5278,LOC0018,2025-10-23,2.020,0.000,0.100,0.000,2.020,liters,orphan_foreign_key
INV01010047,ITEM0335,LOC0021,2025-10-23,2.000,9.000,4.000,4.000,7.000,pcs,orphan_foreign_key
INV01010126,ITEM6954,LOC0022,2025-10-23,4.250,6.080,3.940,3.000,7.330,kg,orphan_foreign_key
INV01010553,ITEM4927,LOC0025,2025-10-23,0.440,0.000,0.320,0.000,0.440,kg,orphan_foreign_key
INV01011167,ITEM1124,LOC0004,2025-10-24,2.300,0.000,0.650,0.000,2.300,liters,orphan_foreign_key
INV01012991,ITEM5624,LOC0018,2025-10-24,1.620,0.000,0.650,0.600,1.020,kg,orphan_foreign_key
INV01013197,ITEM3702,LOC0019,2025-10-24,6.000,0.000,2.000,1.000,5.000,pcs,orphan_foreign_key
INV01013200,ITEM3323,LOC0019,2025-10-24,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV01014461,ITEM4766,LOC0003,2025-10-25,0.970,0.000,0.520,0.000,0.970,liters,orphan_foreign_key
INV01014723,ITEM1200,LOC0005,2025-10-25,0.490,0.000,0.250,0.250,0.240,liters,orphan_foreign_key
INV01015147,ITEM2239,LOC0008,2025-10-25,45.000,0.000,22.000,22.000,23.000,pcs,orphan_foreign_key
INV01015327,ITEM1288,LOC0010,2025-10-25,3.890,0.000,0.290,0.000,3.890,kg,orphan_foreign_key
INV01015465,ITEM8517,LOC0011,2025-10-25,5.870,0.000,0.690,0.000,5.870,kg,orphan_foreign_key
INV01015789,ITEM5692,LOC0013,2025-10-25,2.000,3.000,2.000,2.000,3.000,pcs,orphan_foreign_key
INV01015796,ITEM8794,LOC0013,2025-10-25,0.330,0.000,0.070,0.000,0.330,kg,orphan_foreign_key
INV01016045,ITEM8600,LOC0015,2025-10-25,3.000,0.000,2.000,2.000,1.000,pcs,orphan_foreign_key
INV01016167,ITEM4880,LOC0016,2025-10-25,3.430,0.000,1.600,1.600,1.830,kg,orphan_foreign_key
INV01016302,ITEM1488,LOC0017,2025-10-25,6.230,0.000,0.290,0.000,6.230,kg,orphan_foreign_key
INV01016465,ITEM6394,LOC0018,2025-10-25,5.000,0.000,3.000,3.000,2.000,pcs,orphan_foreign_key
INV01016608,ITEM9765,LOC0019,2025-10-25,5.000,0.000,1.000,1.000,4.000,pcs,orphan_foreign_key
INV01016989,ITEM1822,LOC0022,2025-10-25,1.610,2.920,2.060,1.500,3.030,kg,orphan_foreign_key
INV01017053,ITEM0271,LOC0022,2025-10-25,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV01019010,ITEM4747,LOC0012,2025-10-26,1.460,0.000,0.600,0.600,0.860,liters,orphan_foreign_key
INV01019675,ITEM1445,LOC0016,2025-10-26,1.000,6.000,3.000,3.000,4.000,pcs,orphan_foreign_key
INV01019963,ITEM5693,LOC0019,2025-10-26,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV01020681,ITEM0592,LOC0024,2025-10-26,1.000,2.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV01020697,ITEM9123,LOC0024,2025-10-26,0.930,0.000,0.690,0.500,0.260,kg,orphan_foreign_key
INV01021039,ITEM3879,LOC0001,2025-10-27,0.640,0.000,0.090,0.000,0.640,liters,orphan_foreign_key
INV01021468,ITEM1975,LOC0004,2025-10-27,45.000,0.000,28.000,19.000,26.000,pcs,orphan_foreign_key
INV01021515,ITEM2510,LOC0005,2025-10-27,4.150,0.000,2.090,1.000,3.150,kg,orphan_foreign_key
INV01021618,ITEM1755,LOC0006,2025-10-27,1.000,5.000,2.000,2.000,4.000,pcs,orphan_foreign_key
INV01021924,ITEM0997,LOC0008,2025-10-27,5.360,5.290,4.630,4.000,6.130,kg,orphan_foreign_key
INV01022305,ITEM3553,LOC0011,2025-10-27,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV01022390,ITEM2474,LOC0011,2025-10-27,4.000,0.000,2.000,1.000,3.000,pcs,orphan_foreign_key
INV01022985,ITEM9609,LOC0016,2025-10-27,4.000,0.000,1.000,1.000,3.000,pcs,orphan_foreign_key
INV01023089,ITEM6530,LOC0016,2025-10-27,2.760,3.610,2.820,1.400,4.970,liters,orphan_foreign_key
INV01023193,ITEM6830,LOC0017,2025-10-27,7.000,6.000,6.000,6.000,7.000,pcs,orphan_foreign_key
INV01023276,ITEM4503,LOC0018,2025-10-27,2.000,3.000,2.000,1.000,4.000,pcs,orphan_foreign_key
INV01023415,ITEM2313,LOC0019,2025-10-27,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV01023660,ITEM7800,LOC0020,2025-10-27,17.000,0.000,6.000,4.000,13.000,pcs,orphan_foreign_key
INV01023712,ITEM2486,LOC0021,2025-10-27,0.200,0.000,0.150,0.000,0.200,kg,orphan_foreign_key
INV01023988,ITEM9794,LOC0023,2025-10-27,2.500,0.000,1.430,1.000,1.500,kg,orphan_foreign_key
INV01024048,ITEM6056,LOC0023,2025-10-27,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV01024141,ITEM5228,LOC0024,2025-10-27,0.960,0.000,0.100,0.000,0.960,kg,orphan_foreign_key
INV01024493,ITEM0866,LOC0001,2025-10-28,5.000,0.000,1.000,0.000,5.000,pcs,orphan_foreign_key
INV01024581,ITEM1338,LOC0002,2025-10-28,1.280,0.000,0.700,0.700,0.580,kg,orphan_foreign_key
INV01025526,ITEM2760,LOC0009,2025-10-28,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV01025538,ITEM7439,LOC0009,2025-10-28,1.020,0.000,0.090,0.000,0.970,kg,orphan_foreign_key
INV01025866,ITEM2652,LOC0012,2025-10-28,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV01025982,ITEM8062,LOC0012,2025-10-28,1.510,0.000,0.470,0.000,1.510,liters,orphan_foreign_key
INV01026124,ITEM4890,LOC0013,2025-10-28,14.000,0.000,2.000,0.000,14.000,pcs,orphan_foreign_key
INV01026130,ITEM8170,LOC0013,2025-10-28,6.000,0.000,2.000,0.000,6.000,pcs,orphan_foreign_key
INV01027555,ITEM8873,LOC0024,2025-10-28,3.070,0.000,0.350,0.000,3.070,kg,orphan_foreign_key
INV01028789,ITEM7288,LOC0008,2025-10-29,2.480,0.000,0.700,0.000,2.480,kg,orphan_foreign_key
INV01029091,ITEM7599,LOC0010,2025-10-29,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV01030095,ITEM2835,LOC0017,2025-10-29,0.340,0.000,0.190,0.000,0.340,liters,orphan_foreign_key
INV01030732,ITEM2823,LOC0022,2025-10-29,4.000,0.000,2.000,1.000,3.000,pcs,orphan_foreign_key
INV01030745,ITEM9331,LOC0022,2025-10-29,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV01030945,ITEM8092,LOC0024,2025-10-29,4.000,0.000,1.000,0.000,4.000,pcs,orphan_foreign_key
INV01031040,ITEM2811,LOC0024,2025-10-29,1.450,0.000,0.020,0.000,1.450,kg,orphan_foreign_key
INV01031354,ITEM7263,LOC0002,2025-10-30,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV01031575,ITEM4293,LOC0003,2025-10-30,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV01031924,ITEM4072,LOC0006,2025-10-30,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV01032084,ITEM3247,LOC0007,2025-10-30,2.900,0.000,1.450,1.000,1.900,kg,orphan_foreign_key
INV01032095,ITEM1722,LOC0007,2025-10-30,3.250,0.000,0.800,0.800,2.450,kg,orphan_foreign_key
INV01032215,ITEM3501,LOC0008,2025-10-30,2.140,0.000,1.140,0.500,1.240,kg,orphan_foreign_key
INV01032434,ITEM2705,LOC0009,2025-10-30,3.000,5.000,3.000,2.000,6.000,pcs,orphan_foreign_key
INV01032519,ITEM0376,LOC0010,2025-10-30,10.000,0.000,1.000,0.000,10.000,pcs,orphan_foreign_key
INV01032618,ITEM7803,LOC0011,2025-10-30,1.620,3.930,2.120,1.000,4.550,kg,orphan_foreign_key
INV01032639,ITEM1335,LOC0011,2025-10-30,15.000,0.000,1.000,0.000,15.000,pcs,orphan_foreign_key
INV01032931,ITEM5603,LOC0013,2025-10-30,6.000,0.000,1.000,1.000,5.000,pcs,orphan_foreign_key
INV01032997,ITEM0345,LOC0014,2025-10-30,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV01033760,ITEM9051,LOC0019,2025-10-30,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV01033780,ITEM1434,LOC0019,2025-10-30,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV01033816,ITEM4977,LOC0019,2025-10-30,5.000,0.000,1.000,0.000,5.000,pcs,orphan_foreign_key
INV01033909,ITEM9769,LOC0020,2025-10-30,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV01033935,ITEM6439,LOC0020,2025-10-30,4.350,8.930,5.600,5.600,7.680,liters,orphan_foreign_key
INV01034207,ITEM3375,LOC0022,2025-10-30,0.380,0.000,0.250,0.250,0.130,liters,orphan_foreign_key
INV01034392,ITEM5485,LOC0024,2025-10-30,0.240,0.000,0.080,0.000,0.240,liters,orphan_foreign_key
INV01034631,ITEM1249,LOC0025,2025-10-30,0.750,0.000,0.060,0.000,0.750,liters,orphan_foreign_key
INV01034763,ITEM1867,LOC0001,2025-10-31,1.140,0.000,0.170,0.000,1.140,liters,orphan_foreign_key
INV01034894,ITEM2369,LOC0002,2025-10-31,1.250,0.000,0.190,0.000,1.250,liters,orphan_foreign_key
INV01035348,ITEM1610,LOC0006,2025-10-31,0.460,0.000,0.020,0.000,0.460,liters,orphan_foreign_key
INV01035736,ITEM5200,LOC0009,2025-10-31,3.000,9.000,4.000,4.000,8.000,pcs,orphan_foreign_key
INV01035760,ITEM5247,LOC0009,2025-10-31,3.000,0.000,2.000,2.000,1.000,pcs,orphan_foreign_key
INV01036136,ITEM4813,LOC0011,2025-10-31,1.000,2.000,1.000,1.000,2.000,pcs,orphan_foreign_key
INV01036196,ITEM0703,LOC0012,2025-10-31,0.300,0.000,0.170,0.000,0.300,kg,orphan_foreign_key
INV01036354,ITEM5624,LOC0013,2025-10-31,2.000,0.000,1.000,1.000,1.000,pcs,orphan_foreign_key
INV01036494,ITEM3391,LOC0014,2025-10-31,1.000,8.000,3.000,2.000,7.000,pcs,orphan_foreign_key
INV01036961,ITEM6248,LOC0017,2025-10-31,0.370,0.000,0.080,0.000,0.370,liters,orphan_foreign_key
INV01037975,ITEM2356,LOC0025,2025-10-31,0.550,0.000,0.300,0.300,0.250,kg,orphan_foreign_key
INV01038012,ITEM2361,LOC0025,2025-10-31,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV01038095,ITEM2932,LOC0001,2025-11-01,0.240,0.000,0.190,0.000,0.240,liters,orphan_foreign_key
INV01038479,ITEM9555,LOC0003,2025-11-01,24.000,25.000,21.000,21.000,28.000,pcs,orphan_foreign_key
INV01038522,ITEM9477,LOC0004,2025-11-01,1.240,3.330,2.100,2.100,2.470,kg,orphan_foreign_key
INV01038639,ITEM1210,LOC0005,2025-11-01,1.170,0.000,0.310,0.300,0.870,liters,orphan_foreign_key
INV01038899,ITEM7783,LOC0006,2025-11-01,5.000,0.000,1.000,0.000,5.000,pcs,orphan_foreign_key
INV01039406,ITEM1998,LOC0010,2025-11-01,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV01039442,ITEM7944,LOC0011,2025-11-01,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV01040821,ITEM3393,LOC0021,2025-11-01,6.000,0.000,1.000,0.000,6.000,pcs,orphan_foreign_key
INV01041006,ITEM8858,LOC0022,2025-11-01,1.660,0.000,0.440,0.000,1.660,kg,orphan_foreign_key
INV01041686,ITEM1973,LOC0002,2025-11-02,0.840,0.000,0.530,0.500,0.340,kg,orphan_foreign_key
INV01042078,ITEM3973,LOC0005,2025-11-02,1.000,5.000,2.000,1.000,5.000,pcs,orphan_foreign_key
INV01042150,ITEM9872,LOC0005,2025-11-02,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV01042525,ITEM7185,LOC0008,2025-11-02,6.000,0.000,1.000,0.000,6.000,pcs,orphan_foreign_key
INV01042648,ITEM3791,LOC0009,2025-11-02,0.290,1.500,0.800,0.800,0.990,kg,orphan_foreign_key
INV01043271,ITEM0562,LOC0013,2025-11-02,11.000,0.000,4.000,2.000,9.000,pcs,orphan_foreign_key
INV01044441,ITEM9651,LOC0022,2025-11-02,1.150,1.900,1.210,1.200,1.850,kg,orphan_foreign_key
INV01044525,ITEM8295,LOC0022,2025-11-02,7.000,0.000,1.000,0.000,6.000,pcs,orphan_foreign_key
INV01044650,ITEM6440,LOC0023,2025-11-02,2.820,0.000,1.450,1.400,1.420,liters,orphan_foreign_key
INV01044719,ITEM3756,LOC0024,2025-11-02,0.180,0.000,0.060,0.000,0.180,kg,orphan_foreign_key
INV01044863,ITEM3817,LOC0025,2025-11-02,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV01045109,ITEM6139,LOC0002,2025-11-03,2.190,0.000,0.140,0.000,2.190,kg,orphan_foreign_key
INV01045266,ITEM8130,LOC0003,2025-11-03,0.660,0.000,0.270,0.000,0.660,kg,orphan_foreign_key
INV01045318,ITEM5977,LOC0003,2025-11-03,1.000,2.000,1.000,1.000,2.000,pcs,orphan_foreign_key
INV01045319,ITEM7974,LOC0003,2025-11-03,4.000,0.000,1.000,0.000,4.000,pcs,orphan_foreign_key
INV01045885,ITEM2059,LOC0007,2025-11-03,0.860,0.000,0.350,0.000,0.860,liters,orphan_foreign_key
INV01046021,ITEM7554,LOC0008,2025-11-03,19.000,0.000,2.000,0.000,19.000,pcs,orphan_foreign_key
INV01047008,ITEM9704,LOC0016,2025-11-03,3.000,0.000,1.000,1.000,2.000,pcs,orphan_foreign_key
INV01047741,ITEM6158,LOC0021,2025-11-03,1.330,0.000,0.090,0.000,1.330,kg,orphan_foreign_key
INV01047796,ITEM9835,LOC0021,2025-11-03,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV01047870,ITEM2937,LOC0022,2025-11-03,1.420,0.000,0.150,0.000,1.420,kg,orphan_foreign_key
INV01048443,ITEM7925,LOC0001,2025-11-04,2.130,0.000,0.420,0.400,1.730,kg,orphan_foreign_key
INV01048929,ITEM8346,LOC0004,2025-11-04,10.890,0.000,4.870,4.200,6.690,liters,orphan_foreign_key
INV01049706,ITEM5377,LOC0010,2025-11-04,3.720,0.000,0.300,0.000,3.720,kg,orphan_foreign_key
INV01049981,ITEM4496,LOC0012,2025-11-04,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV01050063,ITEM5464,LOC0013,2025-11-04,1.700,0.000,0.360,0.300,1.400,kg,orphan_foreign_key
INV01050738,ITEM4089,LOC0018,2025-11-04,0.940,0.000,0.110,0.000,0.940,liters,orphan_foreign_key
INV01050971,ITEM1780,LOC0019,2025-11-04,7.000,0.000,1.000,0.000,7.000,pcs,orphan_foreign_key
INV01051446,ITEM6904,LOC0023,2025-11-04,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV01051469,ITEM2102,LOC0023,2025-11-04,1.470,0.000,0.120,0.000,1.470,kg,orphan_foreign_key
INV01052077,ITEM2944,LOC0002,2025-11-05,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV01052277,ITEM1419,LOC0004,2025-11-05,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV01052557,ITEM8149,LOC0006,2025-11-05,2.170,0.000,0.080,0.000,2.170,kg,orphan_foreign_key
INV01052785,ITEM6583,LOC0007,2025-11-05,7.920,0.000,0.950,0.000,7.370,liters,orphan_foreign_key
INV01053941,ITEM6811,LOC0016,2025-11-05,1.700,0.000,1.090,1.000,0.700,kg,orphan_foreign_key
INV01054204,ITEM9904,LOC0018,2025-11-05,0.600,1.400,0.830,0.600,1.400,kg,orphan_foreign_key
INV01054448,ITEM1962,LOC0019,2025-11-05,13.000,48.000,21.000,21.000,40.000,pcs,orphan_foreign_key
INV01055025,ITEM3560,LOC0024,2025-11-05,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV01055231,ITEM6317,LOC0025,2025-11-05,6.000,0.000,2.000,1.000,5.000,pcs,orphan_foreign_key
INV01055534,ITEM4439,LOC0002,2025-11-06,0.710,0.810,0.750,0.750,0.770,liters,orphan_foreign_key
INV01055999,ITEM5763,LOC0006,2025-11-06,2.000,0.000,1.000,0.000,1.000,pcs,orphan_foreign_key
INV01056856,ITEM4532,LOC0012,2025-11-06,7.000,0.000,2.000,0.000,7.000,pcs,orphan_foreign_key
INV01058599,ITEM5629,LOC0024,2025-11-06,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV01058805,ITEM7217,LOC0001,2025-11-07,5.000,0.000,2.000,1.000,4.000,pcs,orphan_foreign_key
INV01059103,ITEM1627,LOC0003,2025-11-07,6.000,0.000,1.000,0.000,6.000,pcs,orphan_foreign_key
INV01059737,ITEM9611,LOC0008,2025-11-07,1.450,0.000,1.200,1.200,0.250,kg,orphan_foreign_key
INV01059767,ITEM6122,LOC0008,2025-11-07,2.000,3.000,2.000,2.000,3.000,pcs,orphan_foreign_key
INV01059827,ITEM2517,LOC0008,2025-11-07,36.000,0.000,25.000,19.000,17.000,pcs,orphan_foreign_key
INV01060551,ITEM3367,LOC0014,2025-11-07,5.000,8.000,5.000,5.000,8.000,pcs,orphan_foreign_key
INV01060734,ITEM7004,LOC0015,2025-11-07,8.000,20.000,10.000,8.000,20.000,pcs,orphan_foreign_key
INV01060953,ITEM8382,LOC0017,2025-11-07,1.490,0.000,0.080,0.000,1.490,liters,orphan_foreign_key
INV01061647,ITEM0318,LOC0022,2025-11-07,5.000,0.000,1.000,0.000,5.000,pcs,orphan_foreign_key
INV01062180,ITEM6713,LOC0025,2025-11-07,0.780,3.580,1.540,1.400,2.960,liters,orphan_foreign_key
INV01062545,ITEM5069,LOC0003,2025-11-08,11.000,0.000,2.000,1.000,10.000,pcs,orphan_foreign_key
INV01062585,ITEM0358,LOC0003,2025-11-08,2.220,11.730,5.260,5.250,8.700,liters,orphan_foreign_key
INV01062810,ITEM5010,LOC0005,2025-11-08,6.000,0.000,1.000,0.000,6.000,pcs,orphan_foreign_key
INV01063707,ITEM3950,LOC0012,2025-11-08,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV01063945,ITEM1636,LOC0013,2025-11-08,0.820,0.000,0.480,0.250,0.570,liters,orphan_foreign_key
INV01063957,ITEM4957,LOC0013,2025-11-08,0.700,3.480,1.400,1.400,2.780,liters,orphan_foreign_key
INV01064434,ITEM4367,LOC0017,2025-11-08,0.570,0.800,0.500,0.500,0.870,kg,orphan_foreign_key
INV01065035,ITEM0781,LOC0021,2025-11-08,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV01065052,ITEM4039,LOC0021,2025-11-08,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV01065092,ITEM1018,LOC0022,2025-11-08,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV01065427,ITEM1178,LOC0024,2025-11-08,0.970,0.000,0.130,0.000,0.970,kg,orphan_foreign_key
INV01066144,ITEM7473,LOC0004,2025-11-09,4.000,0.000,1.000,1.000,3.000,pcs,orphan_foreign_key
INV01066280,ITEM3083,LOC0005,2025-11-09,0.890,1.480,1.160,1.050,1.260,kg,orphan_foreign_key
INV01066463,ITEM3936,LOC0006,2025-11-09,9.000,0.000,1.000,0.000,9.000,pcs,orphan_foreign_key
INV01066776,ITEM9643,LOC0009,2025-11-09,12.700,0.000,8.250,6.000,5.060,kg,orphan_foreign_key
INV01066878,ITEM0197,LOC0010,2025-11-09,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV01067403,ITEM7389,LOC0013,2025-11-09,1.880,0.000,0.130,0.000,1.880,liters,orphan_foreign_key
INV01067517,ITEM8921,LOC0014,2025-11-09,1.450,0.000,0.070,0.000,1.450,kg,orphan_foreign_key
INV01067601,ITEM8798,LOC0015,2025-11-09,0.960,0.000,0.130,0.000,0.960,kg,orphan_foreign_key
INV01067690,ITEM5089,LOC0015,2025-11-09,1.010,0.000,0.140,0.000,1.010,liters,orphan_foreign_key
INV01067764,ITEM2434,LOC0016,2025-11-09,1.000,5.000,2.000,1.000,5.000,pcs,orphan_foreign_key
INV01068476,ITEM3461,LOC0021,2025-11-09,4.000,0.000,2.000,2.000,2.000,pcs,orphan_foreign_key
INV01069020,ITEM4703,LOC0025,2025-11-09,6.000,0.000,1.000,0.000,6.000,pcs,orphan_foreign_key
INV01069095,ITEM1184,LOC0001,2025-11-10,6.000,0.000,1.000,0.000,6.000,pcs,orphan_foreign_key
INV01069361,ITEM6381,LOC0002,2025-11-10,8.000,0.000,1.000,0.000,8.000,pcs,orphan_foreign_key
INV01069497,ITEM3553,LOC0003,2025-11-10,0.000,1.620,0.700,0.700,0.920,liters,orphan_foreign_key
INV01069668,ITEM7752,LOC0005,2025-11-10,1.790,0.000,0.430,0.300,1.490,liters,orphan_foreign_key
INV01070183,ITEM9774,LOC0008,2025-11-10,1.730,0.000,0.310,0.000,1.730,liters,orphan_foreign_key
INV01070471,ITEM6940,LOC0010,2025-11-10,10.000,0.000,8.000,8.000,2.000,pcs,orphan_foreign_key
INV01070947,ITEM3306,LOC0014,2025-11-10,3.630,0.000,1.200,1.200,2.430,kg,orphan_foreign_key
INV01071267,ITEM8943,LOC0016,2025-11-10,14.000,0.000,5.000,4.000,10.000,pcs,orphan_foreign_key
INV01071627,ITEM4763,LOC0019,2025-11-10,2.060,0.000,0.500,0.000,1.570,kg,orphan_foreign_key
INV01072643,ITEM6975,LOC0001,2025-11-11,5.000,0.000,1.000,0.000,5.000,pcs,orphan_foreign_key
INV01072850,ITEM0656,LOC0003,2025-11-11,5.000,12.000,7.000,7.000,10.000,pcs,orphan_foreign_key
INV01073261,ITEM0209,LOC0005,2025-11-11,4.000,10.000,5.000,4.000,10.000,pcs,orphan_foreign_key
INV01073426,ITEM4373,LOC0007,2025-11-11,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV01073943,ITEM9945,LOC0010,2025-11-11,6.000,0.000,3.000,2.000,4.000,pcs,orphan_foreign_key
INV01074454,ITEM7189,LOC0014,2025-11-11,1.100,0.000,0.350,0.350,0.750,kg,orphan_foreign_key
INV01074575,ITEM0602,LOC0015,2025-11-11,5.000,0.000,1.000,0.000,5.000,pcs,orphan_foreign_key
INV01074846,ITEM7974,LOC0017,2025-11-11,5.000,0.000,1.000,0.000,5.000,pcs,orphan_foreign_key
INV01074928,ITEM0622,LOC0018,2025-11-11,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV01075275,ITEM0695,LOC0020,2025-11-11,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV01075313,ITEM1129,LOC0020,2025-11-11,1.150,0.000,0.500,0.500,0.650,liters,orphan_foreign_key
INV01075353,ITEM0831,LOC0021,2025-11-11,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV01075493,ITEM0778,LOC0022,2025-11-11,4.000,0.000,1.000,0.000,4.000,pcs,orphan_foreign_key
INV01075573,ITEM7459,LOC0022,2025-11-11,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV01076497,ITEM5799,LOC0004,2025-11-12,2.040,0.000,0.170,0.000,2.040,kg,orphan_foreign_key
INV01076617,ITEM2554,LOC0005,2025-11-12,6.000,0.000,1.000,0.000,5.000,pcs,orphan_foreign_key
INV01076879,ITEM4651,LOC0007,2025-11-12,1.000,2.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV01077681,ITEM7144,LOC0012,2025-11-12,1.050,0.000,0.350,0.350,0.700,liters,orphan_foreign_key
INV01078052,ITEM5744,LOC0015,2025-11-12,6.000,0.000,2.000,1.000,5.000,pcs,orphan_foreign_key
INV01078381,ITEM3945,LOC0017,2025-11-12,1.850,1.820,1.730,1.400,2.270,liters,orphan_foreign_key
INV01079037,ITEM3647,LOC0022,2025-11-12,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV01080091,ITEM8893,LOC0005,2025-11-13,5.000,0.000,3.000,2.000,3.000,pcs,orphan_foreign_key
INV01080722,ITEM9419,LOC0009,2025-11-13,4.000,0.000,1.000,0.000,4.000,pcs,orphan_foreign_key
INV01080994,ITEM4495,LOC0011,2025-11-13,7.000,0.000,2.000,0.000,7.000,pcs,orphan_foreign_key
INV01081376,ITEM4011,LOC0014,2025-11-13,2.000,3.000,2.000,1.000,4.000,pcs,orphan_foreign_key
INV01081482,ITEM3612,LOC0015,2025-11-13,0.230,2.080,0.900,0.900,1.410,kg,orphan_foreign_key
INV01081558,ITEM3306,LOC0015,2025-11-13,4.000,0.000,1.000,0.000,4.000,pcs,orphan_foreign_key
INV01081680,ITEM8792,LOC0016,2025-11-13,0.190,0.650,0.350,0.350,0.490,kg,orphan_foreign_key
INV01081855,ITEM8362,LOC0017,2025-11-13,2.270,0.000,0.510,0.000,2.270,liters,orphan_foreign_key
INV01082602,ITEM8315,LOC0023,2025-11-13,1.510,2.360,1.500,1.500,2.370,kg,orphan_foreign_key
