wastage_id,item_id,location_id,date,quantity_wasted,unit,cost_of_waste,reason,quarantine_reason
WST0000327,ITEM0048,LOC0022,2025-01-02,5.210,kg,1031.93,Overproduction,wastage_exceeds_prepared
WST0044838,ITEM0048,LOC0022,2025-09-28,13.500,kg,1063.80,Overproduction,wastage_exceeds_prepared
WST0031186,ITEM0048,LOC5646,2025-07-11,0.500,kg,572.91,Overproduction,invalid_restaurant_id
WST0022847,ITEM0048,LOC7447,2025-05-21,0.690,kg,790.62,Overproduction,invalid_restaurant_id
WST0008830,ITEM0048,LOC9532,2025-02-25,0.710,kg,813.53,Overproduction,invalid_restaurant_id
WST0047026,ITEM0049,LOC0012,2025-10-12,5.160,kg,67.95,Expired,wastage_exceeds_prepared
WST0038265,ITEM0049,LOC4980,2025-08-20,0.330,kg,730.68,Expired,invalid_restaurant_id
WST0026014,ITEM0051,LOC0014,,0.180,kg,96.00,PrepError,invalid_date
WST0048736,ITEM0051,LOC0023,2025-10-22,1.710,kg,16.00,Expired,wastage_exceeds_prepared
WST0053098,ITEM0052,LOC0006,2025-11-19,1.280,kg,12.58,Spoilage,wastage_exceeds_prepared
WST0032534,ITEM0052,LOC0021,2025-07-19,1.510,kg,37.73,Spoilage,wastage_exceeds_prepared
WST0015287,ITEM0053,LOC0022,2025-04-04,1.250,kg,57.88,Expired,wastage_exceeds_prepared
WST0022557,ITEM0053,LOC0022,2025-05-19,1.280,kg,69.45,Overproduction,wastage_exceeds_prepared
WST0041755,ITEM0054,LOC0020,2031-07-22,0.220,kg,186.60,Overproduction,invalid_date
WST0014729,ITEM0056,LOC0013,2025-04-01,1.690,kg,103.01,Overproduction,wastage_exceeds_prepared
WST0043507,ITEM0057,LOC3265,2025-09-21,0.050,kg,58.53,Overproduction,invalid_restaurant_id
WST0045246,ITEM0058,LOC0006,2099-12-31,0.010,kg,9.80,Overproduction,invalid_date
WST0037659,ITEM0058,LOC0020,2025-08-17,1.660,kg,189.29,CustomerReturn,wastage_exceeds_prepared
WST0038829,ITEM0058,LOC0022,2025-08-23,3.950,kg,170.36,Overproduction,wastage_exceeds_prepared
WST0058592,ITEM0060,LOC0017,2025-12-22,2.860,kg,24.99,Overproduction,wastage_exceeds_prepared
WST0038100,ITEM0061,LOC0025,2025-08-19,1.530,kg,54.56,Expired,wastage_exceeds_prepared
WST0015493,ITEM0063,LOC0007,2027-11-05,0.010,kg,6.21,Expired,invalid_date
WST0041333,ITEM0068,LOC0004,2025-09-07,33.000,pcs,940.38,Expired,wastage_exceeds_prepared
WST0014916,ITEM0068,LOC0017,,1.000,pcs,470.19,Overproduction,invalid_date
WST0042256,ITEM0070,LOC0001,2025-09-13,9.000,pcs,627.42,CustomerReturn,wastage_exceeds_prepared
WST0012685,ITEM0070,LOC0002,2025-03-20,4.000,pcs,627.42,Spoilage,wastage_exceeds_prepared
WST0009188,ITEM0071,LOC0004,,1.000,pcs,259.12,Expired,invalid_date
WST0010029,ITEM0071,LOC0006,2025-03-04,5.000,pcs,259.12,Spoilage,wastage_exceeds_prepared
WST0011493,ITEM0072,LOC0002,,1.000,pcs,332.55,PrepError,invalid_date
WST0010181,ITEM0073,LOC0004,2025-03-05,4.000,pcs,331.31,Overproduction,wastage_exceeds_prepared
WST0012506,ITEM0074,LOC0002,1970-01-01,1.000,pcs,536.56,Overproduction,invalid_date
WST0022829,ITEM0074,LOC0010,2025-05-21,5.000,pcs,536.56,Overproduction,wastage_exceeds_prepared
WST0047289,ITEM0075,LOC0002,2025-10-14,3.000,pcs,269.61,CustomerReturn,wastage_exceeds_prepared
WST0040627,ITEM0075,LOC0022,2099-12-31,1.000,pcs,269.61,Overproduction,invalid_date
WST0024542,ITEM0077,LOC0021,2025-05-31,5.000,pcs,295.15,Overproduction,wastage_exceeds_prepared
WST0010492,ITEM0084,LOC0024,2025-03-06,3.000,pcs,403.02,Expired,wastage_exceeds_prepared
WST0054029,ITEM0085,LOC0023,2025-11-24,4.000,pcs,650.03,Expired,wastage_exceeds_prepared
WST0052274,ITEM0085,LOC0024,2025-11-13,4.000,pcs,650.03,Overproduction,wastage_exceeds_prepared
WST0018021,ITEM0090,LOC0020,2025-04-21,4.000,pcs,663.73,Overproduction,wastage_exceeds_prepared
WST0037429,ITEM0092,LOC0014,1900-01-01,1.000,pcs,465.66,Overproduction,invalid_date
WST0042453,ITEM0093,LOC0008,2025-09-14,5.000,pcs,410.14,Spoilage,wastage_exceeds_prepared
WST0001762,ITEM0095,LOC0009,2025-01-11,4.000,pcs,463.73,Expired,wastage_exceeds_prepared
WST0038577,ITEM0096,LOC0012,2025-08-22,4.000,pcs,290.57,PrepError,wastage_exceeds_prepared
WST0021132,ITEM0096,LOC0024,2025-05-10,4.000,pcs,290.57,Expired,wastage_exceeds_prepared
WST0056915,ITEM0098,LOC0003,,1.000,pcs,521.65,Expired,invalid_date
WST0018840,ITEM0101,LOC0002,2025-04-27,4.000,pcs,414.61,Overproduction,wastage_exceeds_prepared
WST0038863,ITEM0102,LOC0001,2025-08-24,1.400,kg,107.19,Overproduction,wastage_exceeds_prepared
WST0031279,ITEM0102,LOC0001,2031-07-22,0.080,kg,142.92,Expired,invalid_date
WST0040510,ITEM0102,LOC0002,2025-09-02,1.690,kg,89.32,Expired,wastage_exceeds_prepared
WST0026446,ITEM0102,LOC0004,2025-06-12,1.660,kg,321.57,Overproduction,wastage_exceeds_prepared
WST0054441,ITEM0102,LOC0005,,0.620,kg,1107.62,Overproduction,invalid_date
WST0037059,ITEM0102,LOC0006,,0.260,kg,464.49,Overproduction,invalid_date
WST0044444,ITEM0102,LOC0012,2025-09-26,1.630,kg,196.51,Expired,wastage_exceeds_prepared
WST0025532,ITEM0102,LOC0013,2025-06-06,2.500,kg,160.78,Overproduction,wastage_exceeds_prepared
WST0010600,ITEM0102,LOC0015,,0.120,kg,200.52,Overproduction,invalid_date
WST0043605,ITEM0102,LOC0016,2025-09-21,3.430,kg,107.19,Overproduction,wastage_exceeds_prepared
WST0004228,ITEM0102,LOC0019,2025-01-26,1.820,kg,350.91,CustomerReturn,wastage_exceeds_prepared
WST0038648,ITEM0102,LOC0020,2025-08-22,1.430,kg,214.38,Overproduction,wastage_exceeds_prepared
WST0045661,ITEM0102,LOC0020,2025-10-03,3.200,kg,178.65,Overproduction,wastage_exceeds_prepared
WST0028651,ITEM0102,LOC0267,2025-06-25,0.100,kg,178.65,Spoilage,invalid_restaurant_id
WST0019877,ITEM0102,LOC0625,2025-05-03,0.050,kg,89.32,Expired,invalid_restaurant_id
WST0046813,ITEM0102,LOC0739,2025-10-10,0.230,kg,410.89,Spoilage,invalid_restaurant_id
WST0008554,ITEM0102,LOC0988,2025-02-23,0.270,kg,451.17,Spoilage,invalid_restaurant_id
WST0016235,ITEM0102,LOC1082,2025-04-10,0.090,kg,160.78,Spoilage,invalid_restaurant_id
WST0042711,ITEM0102,LOC2026,2025-09-15,0.120,kg,214.38,Expired,invalid_restaurant_id
WST0019577,ITEM0102,LOC3539,2025-05-01,0.090,kg,160.78,Expired,invalid_restaurant_id
WST0049018,ITEM0102,LOC8734,2025-10-24,0.100,kg,178.65,Expired,invalid_restaurant_id
WST0002935,ITEM0102,LOC9510,2025-01-18,0.410,kg,685.11,Spoilage,invalid_restaurant_id
WST0018763,ITEM0105,LOC0014,2025-04-26,1.420,kg,192.31,Overproduction,wastage_exceeds_prepared
WST0051476,ITEM0106,LOC0003,1970-01-01,0.020,kg,104.32,Overproduction,invalid_date
WST0024512,ITEM0106,LOC0015,2025-05-31,1.140,kg,203.97,Overproduction,wastage_exceeds_prepared
WST0014124,ITEM0108,LOC0016,2025-03-28,1.160,kg,17.74,Overproduction,wastage_exceeds_prepared
WST0020108,ITEM0110,LOC0021,2027-11-05,0.040,kg,63.84,PrepError,invalid_date
WST0013477,ITEM0110,LOC0025,2025-03-24,1.050,kg,15.96,Overproduction,wastage_exceeds_prepared
WST0036837,ITEM0111,LOC0005,2025-08-13,5.000,pcs,91.26,Spoilage,wastage_exceeds_prepared
WST0020203,ITEM0111,LOC0011,,1.000,pcs,91.26,Overproduction,invalid_date
WST0039690,ITEM0111,LOC8071,2025-08-28,1.000,pcs,91.26,Expired,invalid_restaurant_id
WST0053247,ITEM0113,LOC0002,2027-11-05,1.000,pcs,198.15,Expired,invalid_date
WST0051857,ITEM0113,LOC0014,2025-11-11,13.000,pcs,198.15,PrepError,wastage_exceeds_prepared
WST0006179,ITEM0115,LOC0007,2025-02-08,3.000,pcs,186.26,Spoilage,wastage_exceeds_prepared
WST0014697,ITEM0115,LOC0008,,1.000,pcs,186.26,Overproduction,invalid_date
WST0013405,ITEM0115,LOC0014,2025-03-24,3.000,pcs,186.26,Overproduction,wastage_exceeds_prepared
WST0057188,ITEM0115,LOC0022,2025-12-13,4.000,pcs,186.26,Overproduction,wastage_exceeds_prepared
WST0007752,ITEM0118,LOC2828,2025-02-17,1.000,pcs,333.71,Overproduction,invalid_restaurant_id
WST0021917,ITEM0119,LOC0018,2027-11-05,1.000,pcs,169.51,Expired,invalid_date
WST0057361,ITEM0121,LOC0002,2025-12-15,13.000,pcs,125.92,Expired,wastage_exceeds_prepared
WST0005735,ITEM0124,LOC0007,,0.050,liters,24.75,CustomerReturn,invalid_date
WST0054098,ITEM0125,LOC0009,,0.030,liters,14.92,Overproduction,invalid_date
WST0024560,ITEM0125,LOC0023,2025-05-31,1.430,liters,9.57,Spoilage,wastage_exceeds_prepared
WST0039456,ITEM0126,LOC0003,2025-08-27,1.460,liters,13.84,Overproduction,wastage_exceeds_prepared
WST0010355,ITEM0127,LOC0004,,0.030,liters,8.80,Expired,invalid_date
WST0002581,ITEM0129,LOC0018,,0.080,liters,55.95,Spoilage,invalid_date
WST0014033,ITEM0131,LOC0003,2025-03-28,1.620,liters,62.77,CustomerReturn,wastage_exceeds_prepared
WST0020344,ITEM0133,LOC0007,2025-05-06,1.240,liters,15.67,Overproduction,wastage_exceeds_prepared
WST0030052,ITEM0134,LOC0011,2025-07-04,4.560,liters,87.50,Spoilage,wastage_exceeds_prepared
WST0022191,ITEM0134,LOC4159,2025-05-17,0.290,liters,87.50,Overproduction,invalid_restaurant_id
WST0015447,ITEM0136,LOC8917,2025-04-05,0.230,liters,110.12,Expired,invalid_restaurant_id
WST0009588,ITEM0137,LOC0018,,0.070,liters,22.50,Overproduction,invalid_date
WST0019521,ITEM0137,LOC0024,2025-04-30,1.110,liters,16.07,Overproduction,wastage_exceeds_prepared
WST0022392,ITEM0137,LOC0024,2025-05-18,1.350,liters,12.86,Spoilage,wastage_exceeds_prepared
WST0029486,ITEM0137,LOC4795,2025-06-30,0.030,liters,9.64,Overproduction,invalid_restaurant_id
WST0026966,ITEM0138,LOC0008,2025-06-15,11.900,liters,120.92,Spoilage,wastage_exceeds_prepared
WST0040979,ITEM0138,LOC0022,1970-01-01,0.040,liters,12.97,Overproduction,invalid_date
WST0033041,ITEM0139,LOC0023,2099-12-31,0.040,liters,7.65,Spoilage,invalid_date
WST0058057,ITEM0140,LOC0011,2025-12-19,1.370,liters,5.83,Expired,wastage_exceeds_prepared
WST0030411,ITEM0140,LOC0022,2025-07-06,1.200,liters,15.03,Expired,wastage_exceeds_prepared
WST0044682,ITEM0140,LOC0022,2025-09-27,1.240,liters,9.71,Expired,wastage_exceeds_prepared
WST0011309,ITEM0140,LOC0023,2025-03-11,1.380,liters,11.27,Expired,wastage_exceeds_prepared
WST0048682,ITEM0141,LOC0014,2025-10-22,1.650,liters,23.74,Expired,wastage_exceeds_prepared
WST0001537,ITEM0141,LOC1550,2025-01-10,0.180,liters,80.74,Overproduction,invalid_restaurant_id
WST0001272,ITEM0142,LOC0006,2025-01-08,3.280,liters,132.61,CustomerReturn,wastage_exceeds_prepared
WST0048453,ITEM0146,LOC0003,2099-12-31,0.100,liters,59.24,Overproduction,invalid_date
WST0051168,ITEM0148,LOC0003,2025-11-07,81.000,pcs,417.14,Spoilage,wastage_exceeds_prepared
WST0049086,ITEM0148,LOC9478,2025-10-25,2.000,pcs,417.14,PrepError,invalid_restaurant_id
WST0008843,ITEM0150,LOC0002,,1.000,pcs,45.55,Overproduction,invalid_date
WST0021004,ITEM0152,LOC0006,2025-05-10,5.000,pcs,38.94,Expired,wastage_exceeds_prepared
WST0036247,ITEM0157,LOC0004,2025-08-10,20.000,pcs,314.38,Expired,wastage_exceeds_prepared
WST0032941,ITEM0157,LOC0009,2025-07-22,5.000,pcs,314.38,Expired,wastage_exceeds_prepared
WST0052347,ITEM0159,LOC9803,2025-11-14,1.000,pcs,192.62,Spoilage,invalid_restaurant_id
WST0038867,ITEM0160,LOC0002,,1.000,pcs,46.24,Overproduction,invalid_date
WST0036396,,LOC0001,2025-08-11,4.460,kg,5312.13,Expired,missing_value
WST0017748,,LOC0002,2025-04-20,1.000,pcs,651.22,Expired,missing_value
WST0013167,,LOC0003,2025-03-23,0.050,kg,89.32,Expired,missing_value
WST0016429,,LOC0003,2025-04-12,0.120,liters,69.86,Overproduction,missing_value
WST0019201,,LOC0003,2025-04-29,1.280,kg,1279.23,Spoilage,missing_value
WST0025939,,LOC0003,2025-06-09,1.000,pcs,1047.44,Overproduction,missing_value
WST0058678,,LOC0003,2025-12-23,1.610,kg,1924.40,PrepError,missing_value
WST0046374,,LOC0006,2025-10-08,0.230,kg,513.25,Overproduction,missing_value
WST0021351,,LOC0008,2025-05-12,0.380,kg,435.41,Overproduction,missing_value
WST0032470,,LOC0008,2025-07-19,1.000,pcs,140.73,Overproduction,missing_value
WST0034830,,LOC0008,2025-08-02,2.930,kg,6380.08,PrepError,missing_value
WST0037232,,LOC0008,2025-08-15,0.060,liters,28.49,CustomerReturn,missing_value
WST0007332,,LOC0009,2025-02-15,0.260,kg,434.46,Overproduction,missing_value
WST0015820,,LOC0009,2025-04-08,0.150,kg,267.97,Overproduction,missing_value
WST0046873,,LOC0009,2025-10-11,1.400,kg,1667.48,Expired,missing_value
WST0025164,,LOC0010,2025-06-04,0.150,kg,326.62,Overproduction,missing_value
WST0038170,,LOC0010,2025-08-20,0.010,liters,3.07,Spoilage,missing_value
WST0050564,,LOC0010,2025-11-03,0.060,kg,93.15,CustomerReturn,missing_value
WST0053623,,LOC0010,2025-11-22,0.520,kg,619.35,Overproduction,missing_value
WST0054277,,LOC0010,2025-11-26,1.000,pcs,548.77,Overproduction,missing_value
WST0006705,,LOC0011,2025-02-11,0.010,liters,9.32,Spoilage,missing_value
WST0011382,,LOC0011,2025-03-12,1.000,pcs,485.13,Overproduction,missing_value
WST0015998,,LOC0011,2025-04-09,1.000,pcs,200.14,Overproduction,missing_value
WST0018894,,LOC0011,2025-04-27,0.010,liters,9.74,PrepError,missing_value
WST0027145,,LOC0011,2025-06-16,0.220,kg,219.87,Overproduction,missing_value
WST0043915,,LOC0011,2025-09-23,0.040,kg,45.08,Expired,missing_value
WST0049263,,LOC0011,2025-10-26,0.020,kg,74.17,Spoilage,missing_value
WST0003705,,LOC0012,2025-01-23,0.420,kg,861.40,Overproduction,missing_value
WST0018595,,LOC0012,2025-04-25,0.080,liters,25.72,Overproduction,missing_value
WST0049265,,LOC0012,2025-10-26,1.000,pcs,165.58,Spoilage,missing_value
WST0031184,,LOC0013,2025-07-11,1.000,pcs,425.59,Expired,missing_value
WST0051697,,LOC0013,2025-11-10,0.090,kg,779.08,Overproduction,missing_value
WST0010415,,LOC0014,2025-03-06,2.000,kg,2382.12,Overproduction,missing_value
WST0014894,,LOC0014,2025-04-02,0.130,kg,232.24,Overproduction,missing_value
WST0038593,,LOC0014,2025-08-22,0.190,kg,172.78,PrepError,missing_value
WST0052525,,LOC0014,2025-11-15,0.130,liters,47.74,Spoilage,missing_value
WST0057462,,LOC0015,2025-12-15,0.030,kg,55.59,CustomerReturn,missing_value
WST0017177,,LOC0016,2025-04-16,0.340,kg,740.35,Spoilage,missing_value
WST0011613,,LOC0017,2025-03-13,1.000,pcs,333.71,PrepError,missing_value
WST0024360,,LOC0017,2025-05-30,0.050,kg,40.42,Overproduction,missing_value
WST0032993,,LOC0017,2025-07-22,0.050,liters,53.97,PrepError,missing_value
WST0033524,,LOC0017,2025-07-25,1.000,pcs,84.81,Expired,missing_value
WST0043443,,LOC0017,2025-09-20,1.000,pcs,186.26,Overproduction,missing_value
WST0047573,,LOC0017,2025-10-15,1.000,pcs,200.14,Spoilage,missing_value
WST0037133,,LOC0018,2025-08-14,1.820,kg,1818.91,Overproduction,missing_value
WST0019799,,LOC0019,2025-05-02,0.050,kg,40.93,PrepError,missing_value
WST0054700,,LOC0019,2025-11-28,0.040,liters,7.77,Expired,missing_value
WST0020103,,LOC0020,2025-05-04,0.090,kg,160.78,Spoilage,missing_value
WST0023222,,LOC0020,2025-05-23,1.000,pcs,687.45,PrepError,missing_value
WST0059856,,LOC0020,2025-12-29,1.000,pcs,269.61,PrepError,missing_value
WST0006130,,LOC0022,2025-02-07,0.230,kg,384.33,Overproduction,missing_value
WST0013280,,LOC0022,2025-03-23,0.040,liters,25.52,Expired,missing_value
WST0038263,,LOC0022,2025-08-20,1.750,kg,3810.62,Overproduction,missing_value
WST0002271,,LOC0023,2025-01-14,2.000,pcs,373.98,Expired,missing_value
WST0036010,,LOC0023,2025-08-08,0.050,liters,35.14,Overproduction,missing_value
WST0025438,,LOC0024,2025-06-05,1.000,pcs,200.14,Overproduction,missing_value
WST0043825,,LOC0024,2025-09-22,1.000,pcs,294.74,Overproduction,missing_value
WST0050975,,LOC0024,2025-11-05,1.000,pcs,711.90,Spoilage,missing_value
WST0057195,,LOC0024,2025-12-13,0.040,kg,25.16,Expired,missing_value
WST0057817,,LOC0024,2025-12-17,1.000,pcs,200.14,Overproduction,missing_value
WST0059310,ITEM0001,LOC0014,,1.000,pcs,95.57,Expired,invalid_date
WST0012855,ITEM0002,LOC0002,,1.000,pcs,72.86,Overproduction,invalid_date
WST0027323,ITEM0002,LOC0014,1970-01-01,1.000,pcs,72.86,CustomerReturn,invalid_date
WST0032749,ITEM0005,LOC9452,2025-07-21,1.000,pcs,149.00,PrepError,invalid_restaurant_id
WST0055287,ITEM0007,LOC0009,2025-12-02,4.000,pcs,711.90,Overproduction,wastage_exceeds_prepared
WST0004711,ITEM0007,LOC0019,2025-01-29,5.000,pcs,664.76,Overproduction,wastage_exceeds_prepared
WST0041607,ITEM0007,LOC0022,2025-09-08,5.000,pcs,711.90,Expired,wastage_exceeds_prepared
WST0007928,ITEM0007,LOC0176,2025-02-19,1.000,pcs,711.90,Spoilage,invalid_restaurant_id
WST0044174,ITEM0007,LOC0243,2025-09-24,1.000,pcs,711.90,CustomerReturn,invalid_restaurant_id
WST0018540,ITEM0008,LOC0001,2025-04-25,3.000,pcs,157.77,Overproduction,wastage_exceeds_prepared
WST0013675,ITEM0009,LOC0002,2025-03-26,5.000,pcs,178.25,Expired,wastage_exceeds_prepared
WST0001065,ITEM0009,LOC0006,2025-01-07,4.000,pcs,166.20,Overproduction,wastage_exceeds_prepared
WST0052162,ITEM0009,LOC1827,2025-11-13,1.000,pcs,185.03,Expired,invalid_restaurant_id
WST0034336,ITEM0009,LOC9824,2025-07-30,1.000,pcs,178.25,CustomerReturn,invalid_restaurant_id
WST0013607,ITEM0014,LOC0017,2025-03-25,1.300,liters,12.00,Overproduction,wastage_exceeds_prepared
WST0005153,ITEM0016,LOC0017,2025-02-01,1.180,liters,13.51,PrepError,wastage_exceeds_prepared
WST0052024,ITEM0018,LOC0015,2025-11-12,1.100,liters,7.88,Expired,wastage_exceeds_prepared
WST0024765,ITEM0019,LOC0007,2025-06-02,1.170,liters,15.48,Spoilage,wastage_exceeds_prepared
WST0007653,ITEM0019,LOC0010,2025-02-17,1.110,liters,4.95,Overproduction,wastage_exceeds_prepared
WST0058121,ITEM0020,LOC0020,2027-11-05,0.040,liters,43.18,Spoilage,invalid_date
WST0037510,ITEM0020,LOC0025,2025-08-16,1.360,liters,97.15,Spoilage,wastage_exceeds_prepared
WST0028647,ITEM0021,LOC0016,2025-06-25,1.290,liters,29.96,Expired,wastage_exceeds_prepared
WST0051579,ITEM0021,LOC0019,,0.020,liters,12.31,Expired,invalid_date
WST0048436,ITEM0023,LOC0001,2025-10-21,5.000,pcs,200.14,Overproduction,wastage_exceeds_prepared
WST0046357,ITEM0023,LOC0004,2025-10-08,9.000,pcs,400.28,Overproduction,wastage_exceeds_prepared
WST0001759,ITEM0023,LOC0009,,1.000,pcs,186.99,Spoilage,invalid_date
WST0032695,ITEM0023,LOC0021,2025-07-20,4.000,pcs,200.14,Spoilage,wastage_exceeds_prepared
WST0025587,ITEM0023,LOC0022,2025-06-06,5.000,pcs,200.14,Spoilage,wastage_exceeds_prepared
WST0001958,ITEM0023,LOC0023,2025-01-12,10.000,pcs,186.99,Expired,wastage_exceeds_prepared
WST0008974,ITEM0023,LOC0024,2025-02-25,4.000,pcs,200.14,Overproduction,wastage_exceeds_prepared
WST0029641,ITEM0023,LOC0242,2025-07-01,1.000,pcs,200.14,Overproduction,invalid_restaurant_id
WST0006854,ITEM0023,LOC2507,2025-02-12,1.000,pcs,200.14,Spoilage,invalid_restaurant_id
WST0046591,ITEM0023,LOC3831,2025-10-09,2.000,pcs,400.28,Overproduction,invalid_restaurant_id
WST0050361,ITEM0023,LOC5742,2025-11-02,1.000,pcs,200.14,Expired,invalid_restaurant_id
WST0020713,ITEM0023,LOC8592,2025-05-08,1.000,pcs,200.14,Overproduction,invalid_restaurant_id
WST0022067,ITEM0025,LOC0022,1970-01-01,1.000,pcs,334.06,Overproduction,invalid_date
WST0030112,ITEM0025,LOC0022,2027-11-05,1.000,pcs,334.06,Overproduction,invalid_date
WST0007824,ITEM0027,LOC0012,1970-01-01,1.000,pcs,144.90,Overproduction,invalid_date
WST0021328,ITEM0028,LOC0005,2027-11-05,1.000,pcs,160.88,Overproduction,invalid_date
WST0059694,ITEM0028,LOC0022,2025-12-28,3.000,pcs,160.88,Expired,wastage_exceeds_prepared
WST0053436,ITEM0029,LOC0005,2025-11-21,5.000,pcs,312.12,PrepError,wastage_exceeds_prepared
WST0019831,ITEM0030,LOC0001,,1.000,pcs,110.76,PrepError,invalid_date
WST0028562,ITEM0030,LOC0003,2025-06-25,4.000,pcs,110.76,Overproduction,wastage_exceeds_prepared
WST0038692,ITEM0032,LOC0003,,0.070,kg,83.18,Overproduction,invalid_date
WST0040841,ITEM0033,LOC0001,,0.320,kg,326.42,Spoilage,invalid_date
WST0017245,ITEM0033,LOC0001,2025-04-17,4.710,kg,179.89,Spoilage,wastage_exceeds_prepared
WST0039990,ITEM0033,LOC0003,2027-11-05,1.820,kg,1818.91,Overproduction,invalid_date
WST0010195,ITEM0033,LOC0006,2025-03-05,3.800,kg,306.33,Expired,wastage_exceeds_prepared
WST0037390,ITEM0033,LOC0008,1970-01-01,2.060,kg,2058.76,Expired,invalid_date
WST0026471,ITEM0033,LOC0008,2025-06-12,3.530,kg,369.78,Overproduction,wastage_exceeds_prepared
WST0059960,ITEM0033,LOC0010,2027-11-05,0.530,kg,540.64,Overproduction,invalid_date
WST0056626,ITEM0033,LOC0011,2025-12-10,2.630,kg,234.62,Overproduction,wastage_exceeds_prepared
WST0022495,ITEM0033,LOC0015,2025-05-19,3.060,kg,169.90,Overproduction,wastage_exceeds_prepared
WST0038200,ITEM0033,LOC0015,2025-08-20,3.400,kg,709.57,Spoilage,wastage_exceeds_prepared
WST0009296,ITEM0033,LOC0019,2025-02-27,4.520,kg,153.16,PrepError,wastage_exceeds_prepared
WST0008965,ITEM0033,LOC0022,2025-02-25,6.460,kg,19.15,Overproduction,wastage_exceeds_prepared
WST0025072,ITEM0033,LOC0023,2025-06-03,3.000,kg,259.84,CustomerReturn,wastage_exceeds_prepared
WST0037915,ITEM0033,LOC0341,2025-08-19,0.940,kg,939.44,Expired,invalid_restaurant_id
WST0011880,ITEM0033,LOC1740,2025-03-15,0.170,kg,169.90,Overproduction,invalid_restaurant_id
WST0032254,ITEM0033,LOC6128,2025-07-18,0.270,kg,269.84,Overproduction,invalid_restaurant_id
WST0025834,ITEM0033,LOC9601,2025-06-08,0.120,kg,119.93,Overproduction,invalid_restaurant_id
WST0029132,ITEM0037,LOC0020,,0.150,kg,486.12,Overproduction,invalid_date
WST0051890,ITEM0038,LOC0019,1900-01-01,0.050,kg,85.11,Overproduction,invalid_date
WST0018402,ITEM0040,LOC0003,,0.140,kg,120.84,CustomerReturn,invalid_date
WST0052845,ITEM0040,LOC0017,2025-11-17,1.400,kg,35.70,Spoilage,wastage_exceeds_prepared
WST0001279,ITEM0040,LOC1041,2025-01-08,0.040,kg,32.94,Expired,invalid_restaurant_id
WST0026222,ITEM0041,LOC0021,2025-06-10,2.090,kg,49.60,Overproduction,wastage_exceeds_prepared
WST0002532,ITEM0042,LOC9978,2025-01-16,0.010,kg,79.47,Expired,invalid_restaurant_id
WST0007608,ITEM0045,LOC0004,2025-02-17,18.590,kg,2179.64,Expired,wastage_exceeds_prepared
WST0002833,ITEM0045,LOC0007,2025-01-18,15.490,kg,342.29,Expired,wastage_exceeds_prepared
WST0048801,ITEM0045,LOC0008,2025-10-23,5.500,kg,357.32,Overproduction,wastage_exceeds_prepared
WST0045770,ITEM0045,LOC0011,2025-10-04,11.760,kg,1393.54,Expired,wastage_exceeds_prepared
WST0033323,ITEM0045,LOC0014,2025-07-24,4.110,kg,214.39,Spoilage,wastage_exceeds_prepared
WST0052683,ITEM0045,LOC0015,2025-11-16,17.700,kg,1333.99,Spoilage,wastage_exceeds_prepared
WST0031370,ITEM0045,LOC0018,,0.910,kg,1083.86,Overproduction,invalid_date
WST0037664,ITEM0045,LOC0021,2025-08-17,14.930,kg,1655.57,Spoilage,wastage_exceeds_prepared
WST0027393,ITEM0045,LOC0024,2025-06-17,4.640,kg,917.12,Spoilage,wastage_exceeds_prepared
WST0028214,ITEM0045,LOC0025,2025-06-22,4.820,kg,619.35,Overproduction,wastage_exceeds_prepared
WST0053600,ITEM0045,LOC0246,2025-11-22,1.220,kg,1453.09,Spoilage,invalid_restaurant_id
WST0011460,ITEM0045,LOC1333,2025-03-12,0.960,kg,1143.42,Overproduction,invalid_restaurant_id
WST0030374,ITEM0045,LOC2129,2025-07-06,0.200,kg,238.21,Expired,invalid_restaurant_id
WST0004405,ITEM0045,LOC2643,2025-01-27,0.150,kg,171.15,Overproduction,invalid_restaurant_id
WST0009314,ITEM0045,LOC4583,2025-02-27,0.480,kg,571.71,Overproduction,invalid_restaurant_id
WST0006307,ITEM0046,LOC0001,2025-02-09,4.400,kg,871.00,Spoilage,wastage_exceeds_prepared
WST0031284,ITEM0046,LOC0002,2025-07-12,3.000,kg,805.68,Spoilage,wastage_exceeds_prepared
WST0047138,ITEM0046,LOC0003,,0.890,kg,1986.05,Spoilage,invalid_date
WST0038734,ITEM0046,LOC0009,2025-08-23,6.950,kg,2961.40,Overproduction,wastage_exceeds_prepared
WST0007346,ITEM0046,LOC0011,2025-02-15,1.950,kg,979.88,Overproduction,wastage_exceeds_prepared
WST0000745,ITEM0046,LOC0012,2031-07-22,0.850,kg,1743.32,Overproduction,invalid_date
WST0052684,ITEM0046,LOC0015,2025-11-16,5.770,kg,267.78,PrepError,wastage_exceeds_prepared
WST0047951,ITEM0046,LOC0024,2025-10-17,2.330,kg,557.88,Spoilage,wastage_exceeds_prepared
WST0042555,ITEM0046,LOC3481,2025-09-15,0.260,kg,580.20,Overproduction,invalid_restaurant_id
WST0006655,ITEM0046,LOC4201,2025-02-11,1.100,kg,2395.25,Expired,invalid_restaurant_id
WST0024746,ITEM0046,LOC5325,2025-06-02,0.960,kg,2090.40,CustomerReturn,invalid_restaurant_id
WST0051131,ITEM0046,LOC7772,2025-11-06,0.280,kg,624.83,Spoilage,invalid_restaurant_id
