wastage_id,item_id,location_id,date,quantity_wasted,unit,cost_of_waste,reason
WST0001774,ITEM0033,LOC0012,2025-01-11,0.140,kg,134.02,Expired
WST0005764,ITEM0033,LOC0012,2025-02-05,0.170,kg,162.74,Expired
WST0012221,ITEM0033,LOC0012,2025-03-17,0.350,kg,349.79,Expired
WST0012907,ITEM0033,LOC0012,2025-03-21,0.600,kg,599.64,Overproduction
WST0023831,ITEM0033,LOC0012,2025-05-27,0.410,kg,409.75,PrepError
WST0025998,ITEM0033,LOC0012,2025-06-09,0.210,kg,209.87,Overproduction
WST0026985,ITEM0033,LOC0012,2025-06-15,0.330,kg,329.80,Overproduction
WST0030663,ITEM0033,LOC0012,2025-07-08,0.230,kg,229.86,Overproduction
WST0036122,ITEM0033,LOC0012,2025-08-09,0.240,kg,239.86,Overproduction
WST0036300,ITEM0033,LOC0012,2025-08-10,0.630,kg,629.62,Spoilage
WST0037794,ITEM0033,LOC0012,2025-08-18,0.880,kg,879.47,Overproduction
WST0050092,ITEM0033,LOC0012,2025-10-31,0.210,kg,214.21,Overproduction
WST0053806,ITEM0033,LOC0012,2025-11-23,0.250,kg,255.02,Overproduction
WST0012756,ITEM0033,LOC0013,2025-03-20,0.340,kg,339.80,Overproduction
WST0015390,ITEM0033,LOC0013,2025-04-05,0.740,kg,739.56,Overproduction
WST0027163,ITEM0033,LOC0013,2025-06-16,1.380,kg,1379.17,Spoilage
WST0035936,ITEM0033,LOC0013,2025-08-08,2.610,kg,2608.43,Spoilage
WST0037421,ITEM0033,LOC0013,2025-08-16,3.940,kg,3937.64,Expired
WST0038769,ITEM0033,LOC0013,2025-08-23,1.400,kg,1399.16,PrepError
WST0046762,ITEM0033,LOC0013,2025-10-10,0.370,kg,377.42,Overproduction
WST0047888,ITEM0033,LOC0013,2025-10-17,0.530,kg,540.64,Overproduction
WST0050737,ITEM0033,LOC0013,2025-11-04,0.160,kg,163.21,Spoilage
WST0051378,ITEM0033,LOC0013,2025-11-08,0.060,kg,61.20,Overproduction
WST0053495,ITEM0033,LOC0013,2025-11-21,0.640,kg,652.84,Overproduction
WST0008161,ITEM0033,LOC0014,2025-02-20,0.220,kg,210.60,Overproduction
WST0008448,ITEM0033,LOC0014,2025-02-22,0.350,kg,335.04,Overproduction
WST0010585,ITEM0033,LOC0014,2025-03-07,0.290,kg,277.61,Overproduction
WST0017668,ITEM0033,LOC0014,2025-04-19,0.170,kg,169.90,Overproduction
WST0020894,ITEM0033,LOC0014,2025-05-09,0.190,kg,189.89,Overproduction
WST0022488,ITEM0033,LOC0014,2025-05-19,0.370,kg,369.78,Overproduction
WST0027818,ITEM0033,LOC0014,2025-06-20,0.240,kg,239.86,Expired
WST0054308,ITEM0033,LOC0014,2025-11-26,0.170,kg,173.41,Overproduction
WST0059469,ITEM0033,LOC0014,2025-12-27,0.300,kg,306.02,Spoilage
WST0005787,ITEM0033,LOC0015,2025-02-05,0.230,kg,220.17,Overproduction
WST0006078,ITEM0033,LOC0015,2025-02-07,0.120,kg,114.87,Overproduction
WST0007846,ITEM0033,LOC0015,2025-02-18,0.190,kg,181.88,Spoilage
WST0013949,ITEM0033,LOC0015,2025-03-27,0.290,kg,289.83,Overproduction
WST0014444,ITEM0033,LOC0015,2025-03-30,0.230,kg,229.86,Spoilage
WST0019300,ITEM0033,LOC0015,2025-04-29,0.110,kg,109.93,Spoilage
WST0053645,ITEM0033,LOC0015,2025-11-22,0.340,kg,346.82,Overproduction
WST0053819,ITEM0033,LOC0015,2025-11-23,0.100,kg,102.01,Overproduction
WST0000438,ITEM0033,LOC0016,2025-01-03,0.290,kg,277.61,Overproduction
WST0002734,ITEM0033,LOC0016,2025-01-17,0.220,kg,210.60,Overproduction
WST0004687,ITEM0033,LOC0016,2025-01-29,0.260,kg,248.89,Overproduction
WST0012938,ITEM0033,LOC0016,2025-03-21,0.340,kg,339.80,Spoilage
WST0014902,ITEM0033,LOC0016,2025-04-02,0.260,kg,259.84,Spoilage
WST0017678,ITEM0033,LOC0016,2025-04-19,0.330,kg,329.80,Overproduction
WST0019303,ITEM0033,LOC0016,2025-04-29,0.360,kg,359.78,Overproduction
WST0042822,ITEM0033,LOC0016,2025-09-16,0.270,kg,275.42,Overproduction
WST0045472,ITEM0033,LOC0016,2025-10-02,0.130,kg,132.61,Overproduction
WST0058410,ITEM0033,LOC0016,2025-12-21,0.600,kg,612.04,Spoilage
WST0011604,ITEM0033,LOC0017,2025-03-13,0.270,kg,258.46,Spoilage
WST0014750,ITEM0033,LOC0017,2025-04-01,0.550,kg,549.67,Overproduction
WST0024835,ITEM0033,LOC0017,2025-06-02,0.180,kg,179.89,Overproduction
WST0025552,ITEM0033,LOC0017,2025-06-06,0.170,kg,169.90,CustomerReturn
WST0035962,ITEM0033,LOC0017,2025-08-08,1.190,kg,1189.29,Spoilage
WST0036156,ITEM0033,LOC0017,2025-08-09,0.880,kg,879.47,Overproduction
WST0042655,ITEM0033,LOC0017,2025-09-15,0.050,kg,51.00,Overproduction
WST0045973,ITEM0033,LOC0017,2025-10-05,0.130,kg,132.61,Overproduction
WST0046455,ITEM0033,LOC0017,2025-10-08,0.280,kg,285.62,Overproduction
WST0047058,ITEM0033,LOC0017,2025-10-12,0.080,kg,81.61,Overproduction
WST0053172,ITEM0033,LOC0017,2025-11-19,0.540,kg,550.84,Expired
WST0058255,ITEM0033,LOC0017,2025-12-20,0.550,kg,561.04,Overproduction
WST0027020,ITEM0033,LOC0018,2025-06-15,0.820,kg,819.51,Spoilage
WST0035088,ITEM0033,LOC0018,2025-08-03,1.060,kg,1059.36,Expired
WST0035972,ITEM0033,LOC0018,2025-08-08,1.030,kg,1029.38,Expired
WST0037640,ITEM0033,LOC0018,2025-08-17,3.780,kg,3777.73,Overproduction
WST0039562,ITEM0033,LOC0018,2025-08-27,0.500,kg,499.70,Spoilage
WST0043156,ITEM0033,LOC0018,2025-09-18,0.180,kg,183.61,Spoilage
WST0044142,ITEM0033,LOC0018,2025-09-24,0.100,kg,102.01,Spoilage
WST0051262,ITEM0033,LOC0018,2025-11-07,0.260,kg,265.22,CustomerReturn
WST0001164,ITEM0033,LOC0019,2025-01-07,0.150,kg,143.59,Overproduction
WST0002092,ITEM0033,LOC0019,2025-01-13,0.130,kg,124.44,Overproduction
WST0011803,ITEM0033,LOC0019,2025-03-14,0.090,kg,86.15,Expired
WST0013111,ITEM0033,LOC0019,2025-03-22,0.040,kg,39.98,Overproduction
WST0013969,ITEM0033,LOC0019,2025-03-27,0.330,kg,329.80,Overproduction
WST0047231,ITEM0033,LOC0019,2025-10-13,0.340,kg,346.82,Spoilage
WST0001497,ITEM0033,LOC0020,2025-01-09,0.130,kg,124.44,Overproduction
WST0005030,ITEM0033,LOC0020,2025-01-31,0.170,kg,162.74,Spoilage
WST0007394,ITEM0033,LOC0020,2025-02-15,0.020,kg,19.15,Expired
WST0025414,ITEM0033,LOC0020,2025-06-05,0.070,kg,69.96,Expired
WST0032207,ITEM0033,LOC0020,2025-07-17,0.270,kg,269.84,Overproduction
WST0047752,ITEM0033,LOC0020,2025-10-16,0.020,kg,20.40,Overproduction
WST0060044,ITEM0033,LOC0020,2025-12-30,0.440,kg,448.83,Overproduction
WST0001947,ITEM0033,LOC0021,2025-01-12,0.070,kg,67.01,Overproduction
WST0003588,ITEM0033,LOC0021,2025-01-22,0.100,kg,95.73,Overproduction
WST0008495,ITEM0033,LOC0021,2025-02-22,0.100,kg,95.73,Expired
WST0014146,ITEM0033,LOC0021,2025-03-28,0.050,kg,49.97,Overproduction
WST0016226,ITEM0033,LOC0021,2025-04-10,0.080,kg,79.95,Overproduction
WST0018515,ITEM0033,LOC0021,2025-04-24,0.180,kg,179.89,Spoilage
WST0025750,ITEM0033,LOC0021,2025-06-07,0.140,kg,139.92,Overproduction
WST0026735,ITEM0033,LOC0021,2025-06-13,0.100,kg,99.94,Expired
WST0027527,ITEM0033,LOC0021,2025-06-18,0.170,kg,169.90,Overproduction
WST0030235,ITEM0033,LOC0021,2025-07-05,0.090,kg,89.95,PrepError
WST0036755,ITEM0033,LOC0021,2025-08-12,0.610,kg,609.63,Spoilage
WST0013637,ITEM0033,LOC0022,2025-03-25,0.390,kg,389.77,Overproduction
WST0021781,ITEM0033,LOC0022,2025-05-14,0.500,kg,499.70,Overproduction
WST0048890,ITEM0033,LOC0022,2025-10-23,0.020,kg,20.40,Spoilage
WST0052085,ITEM0033,LOC0022,2025-11-12,0.210,kg,214.21,Spoilage
WST0053391,ITEM0033,LOC0022,2025-11-20,0.210,kg,214.21,Overproduction
WST0014795,ITEM0033,LOC0023,2025-04-01,0.860,kg,859.48,Overproduction
WST0016398,ITEM0033,LOC0023,2025-04-11,0.330,kg,329.80,Expired
WST0019975,ITEM0033,LOC0023,2025-05-03,0.470,kg,469.72,Overproduction
WST0020787,ITEM0033,LOC0023,2025-05-08,0.520,kg,519.69,Spoilage
WST0032231,ITEM0033,LOC0023,2025-07-17,0.490,kg,489.71,Expired
WST0046949,ITEM0033,LOC0023,2025-10-11,0.390,kg,397.83,Spoilage
WST0048733,ITEM0033,LOC0023,2025-10-22,0.150,kg,153.01,Overproduction
WST0054729,ITEM0033,LOC0023,2025-11-28,0.310,kg,316.22,Overproduction
WST0055052,ITEM0033,LOC0023,2025-11-30,0.440,kg,448.83,Overproduction
WST0059191,ITEM0033,LOC0023,2025-12-25,0.850,kg,867.06,PrepError
WST0000488,ITEM0033,LOC0024,2025-01-03,0.140,kg,134.02,Overproduction
WST0015911,ITEM0033,LOC0024,2025-04-08,0.250,kg,249.85,Spoilage
WST0027881,ITEM0033,LOC0024,2025-06-20,0.070,kg,69.96,Overproduction
WST0031262,ITEM0033,LOC0024,2025-07-11,0.110,kg,109.93,Spoilage
WST0031563,ITEM0033,LOC0024,2025-07-13,0.100,kg,99.94,CustomerReturn
WST0033884,ITEM0033,LOC0024,2025-07-27,0.110,kg,109.93,Overproduction
WST0034412,ITEM0033,LOC0024,2025-07-30,0.130,kg,129.92,PrepError
WST0053566,ITEM0033,LOC0024,2025-11-21,0.040,kg,40.80,Overproduction
WST0054556,ITEM0033,LOC0024,2025-11-27,0.130,kg,132.61,Overproduction
WST0013837,ITEM0033,LOC0025,2025-03-26,0.200,kg,199.88,Expired
WST0017066,ITEM0033,LOC0025,2025-04-15,0.130,kg,129.92,Overproduction
WST0033050,ITEM0033,LOC0025,2025-07-22,0.080,kg,79.95,Overproduction
WST0033737,ITEM0033,LOC0025,2025-07-26,0.230,kg,229.86,Spoilage
WST0034952,ITEM0033,LOC0025,2025-08-02,0.340,kg,339.80,Overproduction
WST0035302,ITEM0033,LOC0025,2025-08-04,0.300,kg,299.82,Overproduction
WST0035682,ITEM0033,LOC0025,2025-08-06,0.270,kg,269.84,Overproduction
WST0043830,ITEM0033,LOC0025,2025-09-22,0.260,kg,265.22,Overproduction
WST0045687,ITEM0033,LOC0025,2025-10-03,0.020,kg,20.40,Expired
WST0055601,ITEM0034,LOC0004,2025-12-04,0.080,kg,118.85,Overproduction
WST0010019,ITEM0034,LOC0005,2025-03-04,0.060,kg,84.48,Overproduction
WST0015794,ITEM0034,LOC0005,2025-04-08,0.070,kg,103.99,CustomerReturn
WST0027272,ITEM0034,LOC0005,2025-06-17,0.110,kg,163.42,Overproduction
WST0027595,ITEM0034,LOC0007,2025-06-19,0.080,kg,118.85,Overproduction
WST0059777,ITEM0034,LOC0008,2025-12-29,0.040,kg,59.43,Overproduction
WST0040076,ITEM0034,LOC0015,2025-08-30,0.050,kg,74.28,Expired
WST0024522,ITEM0034,LOC0018,2025-05-31,0.090,kg,133.71,Overproduction
WST0031215,ITEM0034,LOC0018,2025-07-11,0.210,kg,311.98,CustomerReturn
WST0002582,ITEM0034,LOC0019,2025-01-16,0.020,kg,28.16,Overproduction
WST0055188,ITEM0034,LOC0019,2025-12-01,0.010,kg,14.86,CustomerReturn
WST0009608,ITEM0034,LOC0021,2025-03-01,0.040,kg,56.32,Overproduction
WST0020783,ITEM0034,LOC0022,2025-05-08,0.010,kg,14.86,Expired
WST0008047,ITEM0034,LOC0023,2025-02-19,0.050,kg,70.40,Overproduction
WST0049196,ITEM0034,LOC0024,2025-10-25,0.020,kg,29.71,PrepError
WST0052590,ITEM0034,LOC0025,2025-11-15,0.050,kg,74.28,Expired
WST0005219,ITEM0035,LOC0002,2025-02-02,0.040,kg,50.89,Overproduction
WST0007286,ITEM0035,LOC0002,2025-02-15,0.010,kg,12.72,PrepError
WST0043859,ITEM0035,LOC0003,2025-09-23,0.010,kg,13.94,Overproduction
WST0026788,ITEM0035,LOC0004,2025-06-14,0.030,kg,40.30,Expired
WST0041651,ITEM0035,LOC0004,2025-09-09,0.050,kg,69.68,Overproduction
WST0019863,ITEM0035,LOC0005,2025-05-03,0.040,kg,53.73,Spoilage
WST0026467,ITEM0035,LOC0007,2025-06-12,0.050,kg,67.17,PrepError
WST0032770,ITEM0035,LOC0007,2025-07-21,0.060,kg,80.60,Overproduction
WST0008119,ITEM0035,LOC0009,2025-02-20,0.020,kg,25.45,Overproduction
WST0029052,ITEM0035,LOC0009,2025-06-28,0.020,kg,26.87,Expired
WST0027811,ITEM0035,LOC0013,2025-06-20,0.030,kg,40.30,PrepError
WST0030516,ITEM0035,LOC0013,2025-07-07,0.040,kg,53.73,Expired
WST0000430,ITEM0035,LOC0014,2025-01-03,0.030,kg,38.17,Overproduction
WST0022361,ITEM0035,LOC0019,2025-05-18,0.030,kg,40.30,Overproduction
WST0044319,ITEM0035,LOC0020,2025-09-25,0.020,kg,27.87,PrepError
WST0018638,ITEM0035,LOC0021,2025-04-25,0.050,kg,67.17,PrepError
WST0041658,ITEM0036,LOC0005,2025-09-09,0.020,kg,22.54,PrepError
WST0039824,ITEM0036,LOC0006,2025-08-29,0.150,kg,169.05,Overproduction
WST0008124,ITEM0036,LOC0010,2025-02-20,0.070,kg,74.14,Expired
WST0017643,ITEM0036,LOC0010,2025-04-19,0.090,kg,101.43,Overproduction
WST0022645,ITEM0036,LOC0010,2025-05-20,0.050,kg,56.35,Spoilage
WST0008724,ITEM0036,LOC0011,2025-02-24,0.060,kg,63.55,Spoilage
WST0007527,ITEM0036,LOC0014,2025-02-16,0.090,kg,95.32,Overproduction
WST0006737,ITEM0036,LOC0015,2025-02-11,0.010,kg,10.59,Overproduction
WST0043140,ITEM0036,LOC0016,2025-09-18,0.110,kg,123.97,PrepError
WST0053832,ITEM0036,LOC0017,2025-11-23,0.060,kg,67.62,Spoilage
WST0013976,ITEM0036,LOC0020,2025-03-27,0.050,kg,56.35,Overproduction
WST0025759,ITEM0036,LOC0023,2025-06-07,0.030,kg,33.81,PrepError
WST0039781,ITEM0036,LOC0025,2025-08-28,0.130,kg,146.51,Expired
WST0003442,ITEM0037,LOC0001,2025-01-22,0.010,kg,30.93,CustomerReturn
WST0041018,ITEM0037,LOC0004,2025-09-05,0.120,kg,398.20,Spoilage
WST0059919,ITEM0037,LOC0004,2025-12-30,0.080,kg,265.47,Overproduction
WST0028421,ITEM0037,LOC0006,2025-06-24,0.020,kg,64.82,PrepError
WST0033810,ITEM0037,LOC0012,2025-07-27,0.060,kg,194.45,Expired
WST0013407,ITEM0037,LOC0015,2025-03-24,0.020,kg,64.82,PrepError
WST0019304,ITEM0037,LOC0016,2025-04-29,0.020,kg,64.82,Overproduction
WST0027494,ITEM0037,LOC0016,2025-06-18,0.040,kg,129.63,Expired
WST0057606,ITEM0037,LOC0016,2025-12-16,0.020,kg,66.37,Spoilage
WST0046790,ITEM0037,LOC0017,2025-10-10,0.040,kg,132.73,Overproduction
WST0052383,ITEM0037,LOC0017,2025-11-14,0.030,kg,99.55,Expired
WST0001935,ITEM0037,LOC0019,2025-01-12,0.190,kg,587.63,Expired
WST0051763,ITEM0037,LOC0023,2025-11-10,0.080,kg,265.47,Overproduction
WST0054036,ITEM0037,LOC0024,2025-11-24,0.130,kg,431.39,Overproduction
WST0054563,ITEM0037,LOC0025,2025-11-27,0.050,kg,165.92,Overproduction
WST0011674,ITEM0038,LOC0001,2025-03-14,0.050,kg,77.62,Spoilage
WST0021655,ITEM0038,LOC0002,2025-05-14,0.050,kg,82.85,Expired
WST0016751,ITEM0038,LOC0003,2025-04-14,0.050,kg,82.85,Overproduction
WST0058495,ITEM0038,LOC0003,2025-12-22,0.030,kg,51.07,Spoilage
WST0012180,ITEM0038,LOC0006,2025-03-17,0.020,kg,33.14,Expired
WST0034997,ITEM0038,LOC0006,2025-08-03,0.020,kg,33.14,Overproduction
WST0043094,ITEM0038,LOC0009,2025-09-18,0.020,kg,34.04,Expired
WST0056612,ITEM0038,LOC0009,2025-12-10,0.010,kg,17.02,Spoilage
WST0059786,ITEM0038,LOC0009,2025-12-29,0.030,kg,51.07,Overproduction
WST0029550,ITEM0038,LOC0011,2025-07-01,0.030,kg,49.71,Overproduction
WST0000426,ITEM0038,LOC0013,2025-01-03,0.030,kg,46.57,Overproduction
WST0038399,ITEM0038,LOC0014,2025-08-21,0.050,kg,82.85,PrepError
WST0018773,ITEM0038,LOC0016,2025-04-26,0.020,kg,33.14,Overproduction
WST0032825,ITEM0038,LOC0016,2025-07-21,0.010,kg,16.57,Overproduction
WST0010769,ITEM0038,LOC0017,2025-03-08,0.020,kg,31.05,Overproduction
WST0052702,ITEM0038,LOC0018,2025-11-16,0.120,kg,204.26,Expired
WST0020923,ITEM0038,LOC0019,2025-05-09,0.050,kg,82.85,Spoilage
WST0025897,ITEM0038,LOC0022,2025-06-08,0.050,kg,82.85,Overproduction
WST0044387,ITEM0039,LOC0004,2025-09-26,0.060,kg,90.07,Overproduction
WST0050692,ITEM0039,LOC0006,2025-11-04,0.010,kg,15.01,Overproduction
WST0022155,ITEM0039,LOC0009,2025-05-17,0.020,kg,30.02,Spoilage
WST0021706,ITEM0039,LOC0010,2025-05-14,0.020,kg,30.02,Expired
WST0046407,ITEM0039,LOC0010,2025-10-08,0.030,kg,45.04,CustomerReturn
WST0000736,ITEM0039,LOC0011,2025-01-05,0.010,kg,14.03,PrepError
WST0059295,ITEM0039,LOC0012,2025-12-26,0.040,kg,60.05,Overproduction
WST0047899,ITEM0039,LOC0014,2025-10-17,0.020,kg,30.02,Overproduction
WST0017175,ITEM0039,LOC0016,2025-04-16,0.030,kg,45.04,CustomerReturn
WST0027039,ITEM0039,LOC0022,2025-06-15,0.010,kg,15.01,Spoilage
WST0026242,ITEM0039,LOC0023,2025-06-10,0.030,kg,45.04,Overproduction
WST0040140,ITEM0040,LOC0001,2025-08-31,0.030,kg,25.89,CustomerReturn
WST0041468,ITEM0040,LOC0002,2025-09-08,0.040,kg,35.70,Spoilage
WST0032751,ITEM0040,LOC0003,2025-07-21,0.140,kg,120.84,Overproduction
WST0036077,ITEM0040,LOC0006,2025-08-09,0.010,kg,8.63,CustomerReturn
WST0053275,ITEM0040,LOC0006,2025-11-20,0.040,kg,35.70,PrepError
WST0033453,ITEM0040,LOC0007,2025-07-25,0.070,kg,60.42,Overproduction
WST0034689,ITEM0040,LOC0013,2025-08-01,0.040,kg,34.53,Spoilage
WST0002373,ITEM0040,LOC0014,2025-01-15,0.030,kg,24.71,Overproduction
WST0009086,ITEM0040,LOC0015,2025-02-26,0.090,kg,74.12,Expired
WST0017356,ITEM0040,LOC0016,2025-04-17,0.010,kg,8.63,Expired
WST0048999,ITEM0040,LOC0016,2025-10-24,0.140,kg,124.95,PrepError
WST0000778,ITEM0040,LOC0017,2025-01-05,0.070,kg,57.65,PrepError
WST0002746,ITEM0040,LOC0018,2025-01-17,0.030,kg,24.71,Overproduction
WST0026204,ITEM0040,LOC0018,2025-06-10,0.030,kg,25.89,Spoilage
WST0030385,ITEM0040,LOC0018,2025-07-06,0.070,kg,60.42,CustomerReturn
WST0059192,ITEM0040,LOC0023,2025-12-25,0.030,kg,26.78,Overproduction
WST0032268,ITEM0041,LOC0003,2025-07-18,0.010,kg,16.53,Overproduction
WST0023613,ITEM0041,LOC0005,2025-05-26,0.080,kg,132.25,Expired
WST0049417,ITEM0041,LOC0011,2025-10-27,0.220,kg,378.09,Spoilage
WST0015533,ITEM0041,LOC0014,2025-04-06,0.110,kg,181.85,PrepError
WST0020392,ITEM0041,LOC0014,2025-05-06,0.080,kg,132.25,Spoilage
WST0049446,ITEM0041,LOC0015,2025-10-27,0.010,kg,17.19,Overproduction
WST0002901,ITEM0041,LOC0017,2025-01-18,0.130,kg,206.29,PrepError
WST0038625,ITEM0041,LOC0018,2025-08-22,0.130,kg,214.91,Spoilage
WST0052242,ITEM0041,LOC0020,2025-11-13,0.050,kg,85.93,Spoilage
WST0022385,ITEM0041,LOC0023,2025-05-18,0.070,kg,115.72,Overproduction
WST0027386,ITEM0041,LOC0023,2025-06-17,0.100,kg,165.32,Overproduction
WST0016095,ITEM0041,LOC0025,2025-04-09,0.110,kg,181.85,Overproduction
WST0021638,ITEM0041,LOC0025,2025-05-13,0.020,kg,33.06,Expired
WST0019692,ITEM0042,LOC0001,2025-05-02,0.080,kg,664.01,Overproduction
WST0022257,ITEM0042,LOC0002,2025-05-18,0.010,kg,83.00,Overproduction
WST0029502,ITEM0042,LOC0002,2025-07-01,0.030,kg,249.00,Overproduction
WST0029830,ITEM0042,LOC0002,2025-07-03,0.020,kg,166.00,Spoilage
WST0025484,ITEM0042,LOC0005,2025-06-06,0.020,kg,166.00,CustomerReturn
WST0040522,ITEM0042,LOC0005,2025-09-02,0.030,kg,259.70,Overproduction
WST0055785,ITEM0042,LOC0006,2025-12-05,0.040,kg,346.26,Expired
WST0047999,ITEM0042,LOC0008,2025-10-18,0.030,kg,259.70,Expired
WST0035910,ITEM0042,LOC0009,2025-08-08,0.020,kg,166.00,Overproduction
WST0011204,ITEM0042,LOC0010,2025-03-11,0.030,kg,238.41,Expired
WST0009711,ITEM0042,LOC0011,2025-03-02,0.030,kg,238.41,Overproduction
WST0017969,ITEM0042,LOC0013,2025-04-21,0.020,kg,166.00,Overproduction
WST0025695,ITEM0042,LOC0013,2025-06-07,0.030,kg,249.00,CustomerReturn
WST0053343,ITEM0042,LOC0016,2025-11-20,0.030,kg,259.70,Overproduction
WST0047585,ITEM0042,LOC0019,2025-10-15,0.010,kg,86.56,Overproduction
WST0040959,ITEM0042,LOC0020,2025-09-04,0.010,kg,86.56,Overproduction
WST0014626,ITEM0042,LOC0021,2025-03-31,0.090,kg,747.01,Expired
WST0022721,ITEM0042,LOC0021,2025-05-20,0.040,kg,332.00,CustomerReturn
WST0041439,ITEM0042,LOC0021,2025-09-07,0.010,kg,86.56,CustomerReturn
WST0042997,ITEM0042,LOC0021,2025-09-17,0.010,kg,86.56,Overproduction
WST0000171,ITEM0042,LOC0022,2025-01-01,0.030,kg,238.41,Overproduction
WST0019966,ITEM0042,LOC0022,2025-05-03,0.020,kg,166.00,Overproduction
WST0032866,ITEM0042,LOC0022,2025-07-21,0.010,kg,83.00,Overproduction
WST0045350,ITEM0042,LOC0022,2025-10-01,0.010,kg,86.56,Overproduction
WST0031884,ITEM0042,LOC0023,2025-07-15,0.020,kg,166.00,Expired
WST0034765,ITEM0042,LOC0024,2025-08-01,0.010,kg,83.00,PrepError
WST0014169,ITEM0042,LOC0025,2025-03-28,0.070,kg,581.00,Expired
WST0050341,ITEM0042,LOC0025,2025-11-01,0.010,kg,86.56,Overproduction
WST0006003,ITEM0043,LOC0002,2025-02-07,0.100,kg,640.16,Expired
WST0029831,ITEM0043,LOC0002,2025-07-03,0.010,kg,68.89,PrepError
WST0055257,ITEM0043,LOC0005,2025-12-02,0.020,kg,137.77,Expired
WST0056931,ITEM0043,LOC0006,2025-12-12,0.020,kg,137.77,Overproduction
WST0013346,ITEM0043,LOC0007,2025-03-24,0.070,kg,482.20,Overproduction
WST0026151,ITEM0043,LOC0009,2025-06-10,0.020,kg,137.77,Expired
WST0042776,ITEM0043,LOC0009,2025-09-16,0.070,kg,482.20,Spoilage
WST0058604,ITEM0043,LOC0019,2025-12-22,0.030,kg,206.66,CustomerReturn
WST0005668,ITEM0043,LOC0020,2025-02-04,0.050,kg,320.08,Expired
WST0051424,ITEM0043,LOC0020,2025-11-08,0.070,kg,482.20,Overproduction
WST0048720,ITEM0043,LOC0021,2025-10-22,0.010,kg,68.89,Overproduction
WST0007422,ITEM0043,LOC0023,2025-02-15,0.070,kg,448.11,Overproduction
WST0057501,ITEM0043,LOC0024,2025-12-15,0.020,kg,137.77,Overproduction
WST0000037,ITEM0044,LOC0005,2025-01-01,0.020,kg,30.80,Expired
WST0013765,ITEM0044,LOC0014,2025-03-26,0.010,kg,16.61,Expired
WST0019639,ITEM0044,LOC0019,2025-05-01,0.040,kg,66.42,Spoilage
WST0023877,ITEM0044,LOC0019,2025-05-27,0.050,kg,83.03,Overproduction
WST0024063,ITEM0044,LOC0019,2025-05-28,0.020,kg,33.21,PrepError
WST0054695,ITEM0044,LOC0019,2025-11-28,0.060,kg,102.53,Overproduction
WST0029444,ITEM0044,LOC0020,2025-06-30,0.100,kg,166.05,Expired
WST0002630,ITEM0045,LOC0001,2025-01-17,1.260,kg,1437.63,Overproduction
WST0002958,ITEM0045,LOC0001,2025-01-19,0.610,kg,696.00,Spoilage
WST0039436,ITEM0045,LOC0001,2025-08-27,3.220,kg,3835.21,PrepError
WST0044864,ITEM0045,LOC0001,2025-09-29,0.670,kg,798.01,Expired
WST0001234,ITEM0045,LOC0002,2025-01-08,0.700,kg,798.69,PrepError
WST0019194,ITEM0045,LOC0002,2025-04-29,0.150,kg,178.66,CustomerReturn
WST0021482,ITEM0045,LOC0002,2025-05-13,0.510,kg,607.44,PrepError
WST0032738,ITEM0045,LOC0002,2025-07-21,0.780,kg,929.03,Expired
WST0038301,ITEM0045,LOC0002,2025-08-21,0.630,kg,750.37,Spoilage
WST0046348,ITEM0045,LOC0002,2025-10-08,0.920,kg,1095.78,Overproduction
WST0051006,ITEM0045,LOC0002,2025-11-06,0.790,kg,940.94,Spoilage
WST0055588,ITEM0045,LOC0002,2025-12-04,0.200,kg,238.21,Overproduction
WST0007293,ITEM0045,LOC0003,2025-02-15,0.230,kg,273.94,PrepError
WST0015149,ITEM0045,LOC0003,2025-04-04,1.630,kg,1941.43,Overproduction
WST0023434,ITEM0045,LOC0003,2025-05-25,1.140,kg,1357.81,Overproduction
WST0028242,ITEM0045,LOC0003,2025-06-23,1.130,kg,1345.90,Expired
WST0028730,ITEM0045,LOC0003,2025-06-26,0.980,kg,1167.24,Spoilage
WST0031592,ITEM0045,LOC0003,2025-07-14,0.660,kg,786.10,Spoilage
WST0032269,ITEM0045,LOC0003,2025-07-18,0.690,kg,821.83,Overproduction
WST0053890,ITEM0045,LOC0003,2025-11-24,1.120,kg,1333.99,Overproduction
WST0013170,ITEM0045,LOC0004,2025-03-23,2.140,kg,2548.87,CustomerReturn
WST0014535,ITEM0045,LOC0004,2025-03-31,0.570,kg,678.90,Spoilage
WST0019709,ITEM0045,LOC0004,2025-05-02,0.710,kg,845.65,Spoilage
WST0021322,ITEM0045,LOC0004,2025-05-12,0.670,kg,798.01,Overproduction
WST0030954,ITEM0045,LOC0004,2025-07-10,1.370,kg,1631.75,Spoilage
WST0039460,ITEM0045,LOC0004,2025-08-27,4.700,kg,5597.98,Spoilage
WST0051640,ITEM0045,LOC0004,2025-11-10,1.030,kg,1226.79,Overproduction
WST0019866,ITEM0045,LOC0005,2025-05-03,0.660,kg,786.10,Spoilage
WST0034806,ITEM0045,LOC0005,2025-08-02,2.800,kg,3334.97,Overproduction
WST0035710,ITEM0045,LOC0005,2025-08-07,3.050,kg,3632.73,Spoilage
WST0037726,ITEM0045,LOC0005,2025-08-18,4.260,kg,5073.92,Overproduction
WST0043063,ITEM0045,LOC0005,2025-09-18,1.260,kg,1500.74,Spoilage
